TransactionID,CustomerID,TransactionAmount,TransactionType,MerchantCategory,TransactionDate,TransactionTime,Location,DeviceType,IsFraud
1264,1986,3627.21,Online,Food,30/1/2024,4:17:00,ID,Tablet,1
1265,1560,2968.21,Online,Travel,6/1/2024,18:05:00,MY,Mobile,1
1266,1791,4380.2,ATM,Services,5/1/2024,4:26:00,MY,Tablet,1
1267,1955,4686.65,Online,Electronics,18/1/2024,6:27:00,ID,Tablet,1
1268,1215,987.28,Online,Electronics,9/1/2024,8:31:00,TH,Desktop,1
1269,1854,3710.24,POS,Services,21/1/2024,2:59:00,SG,Desktop,1
1270,1697,2889.89,ATM,Travel,8/1/2024,22:54:00,SG,Mobile,0
1271,1980,3870.86,ATM,Travel,24/1/2024,12:37:00,SG,Tablet,1
1272,1150,653.32,POS,Food,8/1/2024,12:37:00,SG,Mobile,0
1273,1335,2237.2,POS,Food,6/1/2024,12:36:00,ID,Tablet,1
1274,1041,1997.57,Online,Electronics,5/1/2024,4:01:00,TH,Desktop,1
1275,1964,2566.75,ATM,Retail,25/1/2024,23:45:00,ID,Mobile,1
1276,1242,3591.03,ATM,Food,27/1/2024,0:17:00,MY,Mobile,1
1277,1567,2139.54,Online,Travel,13/1/2024,4:34:00,ID,Desktop,1
1278,1623,4526.04,Online,Food,6/1/2024,8:41:00,TH,Desktop,1
1279,1673,2682.88,ATM,Electronics,6/1/2024,5:25:00,MY,Mobile,1
1280,1286,3037.67,Online,Retail,26/1/2024,12:25:00,ID,Tablet,1
1281,1452,4428.86,POS,Services,19/1/2024,20:33:00,TH,Tablet,1
1282,1484,4825.32,Online,Food,14/1/2024,3:14:00,TH,Desktop,1
1283,1030,4407.47,Online,Retail,23/1/2024,23:42:00,TH,Tablet,1
1284,1497,1092.56,ATM,Travel,29/1/2024,4:56:00,TH,Desktop,1
1285,1911,268.12,POS,Electronics,2/1/2024,6:33:00,SG,Mobile,0
1286,1619,3404.19,ATM,Travel,23/1/2024,11:19:00,MY,Tablet,1
1287,1722,2489.74,ATM,Travel,14/1/2024,11:36:00,TH,Mobile,1
1288,1554,737.11,POS,Travel,24/1/2024,7:23:00,SG,Tablet,0
1289,1231,4456.81,Online,Services,18/1/2024,6:00:00,MY,Desktop,1
1290,1086,1628.88,Online,Retail,20/1/2024,19:09:00,ID,Tablet,1
1291,1054,1960.41,Online,Services,29/1/2024,3:20:00,SG,Desktop,1
1292,1607,1856.64,POS,Services,5/1/2024,20:06:00,MY,Desktop,1
1293,1362,580.5,Online,Services,14/1/2024,20:39:00,TH,Mobile,1
1294,1266,4408.45,ATM,Food,9/1/2024,12:47:00,ID,Tablet,1
1295,1186,184.1,POS,Travel,30/1/2024,4:39:00,ID,Tablet,1
1296,1496,4275.58,Online,Food,31/1/2024,11:19:00,TH,Mobile,1
1297,1618,344.65,ATM,Services,29/1/2024,16:48:00,SG,Mobile,0
1298,1634,3996.64,Online,Electronics,2/1/2024,5:37:00,MY,Tablet,1
1299,1602,4768.06,ATM,Electronics,23/1/2024,14:49:00,TH,Desktop,1
1300,1080,4933.92,POS,Services,18/1/2024,8:12:00,TH,Desktop,1
1301,1025,478.56,ATM,Services,1/1/2024,23:00:00,SG,Mobile,0
1302,1563,2194.95,Online,Services,12/1/2024,5:01:00,TH,Tablet,1
1303,1869,4046.53,POS,Services,31/1/2024,5:44:00,TH,Tablet,1
1304,1856,4610.56,Online,Travel,26/1/2024,4:25:00,SG,Mobile,1
1305,1166,4312.91,ATM,Food,29/1/2024,17:21:00,SG,Mobile,1
1306,1927,4761.97,Online,Services,26/1/2024,22:08:00,SG,Desktop,1
1307,1771,1564.27,ATM,Travel,9/1/2024,23:43:00,ID,Desktop,1
1308,1151,2934.41,Online,Retail,30/1/2024,21:30:00,SG,Desktop,1
1309,1377,1046.21,ATM,Travel,23/1/2024,17:24:00,SG,Tablet,0
1310,1644,883.69,Online,Retail,2/1/2024,17:51:00,TH,Mobile,1
1311,1684,569.07,Online,Travel,20/1/2024,5:00:00,SG,Desktop,1
1312,1372,1454.98,ATM,Electronics,29/1/2024,0:37:00,ID,Tablet,1
1313,1163,2458.23,POS,Retail,5/1/2024,10:45:00,ID,Mobile,1
1314,1681,2650.12,Online,Travel,6/1/2024,0:45:00,SG,Tablet,1
1315,1529,832.54,ATM,Food,3/1/2024,12:08:00,TH,Mobile,1
1316,1110,2305.6,POS,Food,14/1/2024,7:29:00,SG,Desktop,0
1317,1972,668.95,ATM,Food,29/1/2024,8:45:00,TH,Tablet,1
1318,1392,2958.83,Online,Services,14/1/2024,6:59:00,SG,Mobile,1
1319,1433,2167.91,Online,Travel,2/1/2024,6:45:00,ID,Desktop,1
1320,1520,705.99,ATM,Retail,6/1/2024,20:21:00,TH,Tablet,1
1321,1388,3082.23,POS,Electronics,2/1/2024,16:44:00,ID,Tablet,1
1322,1437,720.41,ATM,Travel,25/1/2024,11:56:00,TH,Mobile,1
1323,1264,2180.57,POS,Services,20/1/2024,11:49:00,ID,Desktop,1
1324,1309,67.67,POS,Food,29/1/2024,4:41:00,ID,Desktop,1
1325,1829,1044.08,ATM,Food,1/1/2024,0:12:00,SG,Mobile,0
1326,1063,2819.04,POS,Food,19/1/2024,23:49:00,SG,Tablet,0
1327,1956,145.64,ATM,Electronics,22/1/2024,17:43:00,SG,Tablet,0
1328,1651,1100.13,Online,Retail,13/1/2024,5:16:00,MY,Tablet,1
1329,1296,550.66,ATM,Retail,10/1/2024,2:57:00,SG,Tablet,0
1330,1738,324.69,Online,Food,16/1/2024,12:16:00,MY,Mobile,1
1331,1573,2935.1,POS,Retail,5/1/2024,22:51:00,TH,Desktop,1
1332,1583,1802.46,Online,Services,6/1/2024,4:44:00,SG,Tablet,1
1333,1718,3937.01,POS,Travel,25/1/2024,20:05:00,TH,Tablet,1
1334,1444,3706.36,ATM,Services,31/1/2024,14:37:00,SG,Tablet,1
1335,1789,3742.25,ATM,Travel,19/1/2024,20:53:00,SG,Tablet,1
1336,1276,1826.27,ATM,Services,11/1/2024,10:56:00,ID,Mobile,1
1337,1907,3864.53,Online,Retail,1/1/2024,11:25:00,ID,Mobile,1
1338,1320,4648.72,ATM,Food,24/1/2024,19:30:00,TH,Mobile,1
1339,1474,3574.51,Online,Electronics,30/1/2024,22:18:00,ID,Desktop,1
1340,1293,982.6,POS,Services,10/1/2024,19:50:00,MY,Desktop,1
1341,1829,4901.63,POS,Services,25/1/2024,20:45:00,MY,Tablet,1
1342,1225,3020.23,ATM,Food,20/1/2024,14:32:00,MY,Mobile,1
1343,1124,4294.65,Online,Retail,9/1/2024,20:46:00,MY,Mobile,1
1344,1141,1213.78,Online,Services,26/1/2024,20:14:00,MY,Desktop,1
1345,1547,183.48,ATM,Services,4/1/2024,3:29:00,TH,Desktop,1
1346,1721,3570.03,Online,Electronics,10/1/2024,3:16:00,SG,Desktop,1
1347,1162,3215.9,Online,Travel,28/1/2024,15:22:00,MY,Desktop,1
1348,1620,2701.5,ATM,Retail,31/1/2024,23:51:00,MY,Tablet,1
1349,1844,4455.68,POS,Travel,13/1/2024,11:55:00,ID,Desktop,1
1350,1591,850.35,ATM,Food,3/1/2024,11:23:00,TH,Mobile,1
1351,1660,1746.5,Online,Food,30/1/2024,20:22:00,ID,Mobile,1
1352,1470,3561.22,ATM,Services,14/1/2024,21:41:00,MY,Tablet,1
1353,1150,2669.56,ATM,Electronics,30/1/2024,10:14:00,SG,Desktop,0
1354,1829,3736,Online,Travel,1/1/2024,14:15:00,MY,Mobile,1
1355,1526,4095.06,POS,Food,27/1/2024,1:37:00,MY,Desktop,1
1356,1506,4781.99,POS,Services,24/1/2024,21:43:00,ID,Desktop,1
1357,1088,2598.28,Online,Food,12/1/2024,15:07:00,TH,Tablet,1
1358,1682,815.8,Online,Electronics,24/1/2024,20:55:00,MY,Tablet,1
1359,1924,3398.61,ATM,Food,10/1/2024,15:26:00,ID,Mobile,1
1360,1335,2756.02,Online,Services,2/1/2024,0:16:00,TH,Mobile,1
1361,1689,1222.3,Online,Retail,28/1/2024,11:55:00,MY,Desktop,1
1362,1849,1615.04,Online,Travel,28/1/2024,14:24:00,MY,Desktop,1
1363,1168,1925.4,POS,Services,15/1/2024,15:16:00,ID,Desktop,1
1364,1876,1856.48,POS,Electronics,1/1/2024,12:16:00,ID,Mobile,1
1365,1379,4061.69,Online,Travel,17/1/2024,6:06:00,MY,Desktop,1
1366,1634,2023.53,POS,Electronics,28/1/2024,0:55:00,ID,Tablet,1
1367,1987,3455.39,ATM,Electronics,6/1/2024,17:58:00,SG,Mobile,1
1368,1652,2046.5,ATM,Services,7/1/2024,19:36:00,SG,Desktop,0
1369,1948,807.63,POS,Travel,5/1/2024,9:06:00,SG,Mobile,0
1370,1173,1716.84,POS,Electronics,6/1/2024,13:35:00,ID,Tablet,1
1371,1033,3169.99,POS,Travel,9/1/2024,2:47:00,ID,Tablet,1
1372,1484,756.59,ATM,Services,18/1/2024,18:40:00,MY,Mobile,1
1373,1983,1854.09,Online,Travel,14/1/2024,3:23:00,ID,Tablet,1
1374,1463,3346.02,ATM,Retail,7/1/2024,11:57:00,MY,Mobile,1
1375,1316,2956.99,Online,Electronics,10/1/2024,11:29:00,ID,Tablet,1
1376,1398,797.29,POS,Retail,18/1/2024,17:50:00,MY,Tablet,1
1377,1909,2663.54,POS,Services,14/1/2024,16:35:00,SG,Mobile,0
1378,1212,2303.62,ATM,Travel,23/1/2024,10:36:00,ID,Desktop,1
1379,1237,1475.53,ATM,Electronics,9/1/2024,15:55:00,ID,Desktop,1
1380,1142,352.37,POS,Retail,3/1/2024,4:49:00,SG,Mobile,0
1381,1850,3643.45,Online,Travel,8/1/2024,9:09:00,MY,Tablet,1
1382,1167,1681.12,ATM,Travel,16/1/2024,23:22:00,MY,Tablet,1
1383,1179,946.55,ATM,Electronics,10/1/2024,23:06:00,ID,Desktop,1
1384,1467,1414.08,Online,Retail,31/1/2024,0:51:00,TH,Tablet,1
1385,1449,2015.29,POS,Retail,25/1/2024,16:23:00,SG,Desktop,0
1386,1753,4580.78,ATM,Food,17/1/2024,5:34:00,TH,Mobile,1
1387,1779,1638.12,POS,Food,28/1/2024,5:59:00,TH,Tablet,1
1388,1795,1727.47,POS,Services,29/1/2024,3:34:00,TH,Desktop,1
1389,1867,3525.05,Online,Food,21/1/2024,4:36:00,MY,Tablet,1
1390,1564,2292.63,Online,Retail,12/1/2024,21:58:00,SG,Desktop,1
1391,1470,2047.62,POS,Food,19/1/2024,21:11:00,TH,Tablet,1
1392,1689,1538.23,ATM,Services,10/1/2024,0:14:00,TH,Tablet,1
1393,1165,1248.57,ATM,Electronics,16/1/2024,10:10:00,SG,Desktop,0
1394,1255,580.15,ATM,Food,15/1/2024,3:42:00,MY,Tablet,1
1395,1518,708.28,POS,Services,23/1/2024,6:27:00,ID,Mobile,1
1396,1810,3236.4,ATM,Services,1/1/2024,0:26:00,MY,Mobile,1
1397,1387,969.36,POS,Food,4/1/2024,17:19:00,ID,Mobile,1
1398,1944,4012.35,ATM,Travel,12/1/2024,20:47:00,ID,Tablet,1
1399,1540,4061.06,Online,Retail,24/1/2024,17:39:00,MY,Tablet,1
1400,1306,4286.97,ATM,Food,6/1/2024,11:57:00,ID,Desktop,1
1401,1672,3803.84,POS,Services,8/1/2024,19:03:00,TH,Tablet,1
1402,1421,1619.06,Online,Food,20/1/2024,0:30:00,TH,Desktop,1
1403,1859,1152.05,Online,Electronics,26/1/2024,2:44:00,ID,Desktop,1
1404,1366,4574.5,POS,Travel,13/1/2024,0:50:00,ID,Tablet,1
1405,1490,1692.49,ATM,Retail,2/1/2024,10:54:00,ID,Desktop,1
1406,1597,1286.06,ATM,Retail,23/1/2024,22:01:00,SG,Desktop,0
1407,1623,967.37,ATM,Food,13/1/2024,13:55:00,TH,Mobile,1
1408,1828,1677.39,POS,Services,24/1/2024,11:51:00,MY,Mobile,1
1409,1569,2944.19,POS,Food,19/1/2024,1:33:00,TH,Tablet,1
1410,1335,2145.11,Online,Travel,16/1/2024,23:55:00,ID,Mobile,1
1411,1230,1568.28,ATM,Travel,3/1/2024,1:12:00,TH,Desktop,1
1412,1197,2124.43,POS,Services,21/1/2024,9:59:00,TH,Mobile,1
1413,1982,1674.46,ATM,Travel,10/1/2024,6:41:00,ID,Tablet,1
1414,1514,4094.94,ATM,Travel,18/1/2024,19:43:00,ID,Mobile,1
1415,2000,418.61,POS,Electronics,9/1/2024,10:47:00,SG,Tablet,0
1416,1716,2425.54,ATM,Travel,26/1/2024,16:11:00,TH,Mobile,1
1417,1705,2212.19,ATM,Electronics,20/1/2024,9:12:00,SG,Tablet,0
1418,1309,1163.9,POS,Food,17/1/2024,17:07:00,TH,Desktop,1
1419,1597,1308.07,POS,Electronics,6/1/2024,9:27:00,SG,Mobile,0
1420,1934,4079.33,POS,Food,30/1/2024,8:34:00,SG,Desktop,1
1421,1747,3290.76,Online,Travel,15/1/2024,19:18:00,SG,Desktop,1
1422,1993,936.61,ATM,Services,28/1/2024,20:24:00,MY,Tablet,1
1423,1809,1628.79,POS,Food,17/1/2024,0:21:00,ID,Desktop,1
1424,1515,2367.82,POS,Electronics,26/1/2024,19:46:00,MY,Mobile,1
1425,1237,1152.4,POS,Food,25/1/2024,5:03:00,ID,Tablet,1
1426,1816,3848.88,POS,Services,9/1/2024,6:37:00,TH,Mobile,1
1427,1938,2472.86,ATM,Travel,4/1/2024,11:28:00,SG,Mobile,0
1428,1534,2931.16,ATM,Electronics,5/1/2024,23:47:00,TH,Mobile,1
1429,1815,2187.94,ATM,Food,26/1/2024,2:36:00,SG,Desktop,0
1430,1570,1685.37,Online,Services,2/1/2024,5:00:00,ID,Desktop,1
1431,1849,2909.78,Online,Electronics,26/1/2024,13:42:00,ID,Tablet,1
1432,1710,459.98,Online,Services,25/1/2024,17:07:00,MY,Mobile,1
1433,1217,1232.93,ATM,Retail,12/1/2024,5:50:00,TH,Mobile,1
1434,1891,4771.22,Online,Travel,13/1/2024,14:49:00,SG,Mobile,1
1435,1306,3965.87,POS,Services,4/1/2024,0:08:00,TH,Tablet,1
1436,1181,1547.22,POS,Electronics,2/1/2024,13:51:00,TH,Desktop,1
1437,1980,3767.27,ATM,Electronics,18/1/2024,7:35:00,TH,Desktop,1
1438,1998,146.43,Online,Services,11/1/2024,19:03:00,MY,Tablet,1
1439,1241,3338.54,Online,Food,9/1/2024,10:49:00,SG,Mobile,1
1440,1267,4140.23,ATM,Retail,26/1/2024,19:29:00,SG,Tablet,1
1441,1072,755.46,Online,Food,19/1/2024,14:13:00,ID,Desktop,1
1442,1383,311.01,POS,Services,16/1/2024,7:16:00,MY,Tablet,1
1443,1900,4724.25,ATM,Services,19/1/2024,7:47:00,ID,Tablet,1
1444,1399,2527.11,POS,Food,5/1/2024,13:21:00,SG,Tablet,0
1445,1465,2581.62,ATM,Travel,12/1/2024,14:47:00,SG,Desktop,0
1446,1570,2906.15,ATM,Retail,12/1/2024,12:21:00,TH,Mobile,1
1447,1843,1100.06,ATM,Food,29/1/2024,12:13:00,SG,Tablet,0
1448,1980,3635.79,POS,Electronics,2/1/2024,10:23:00,SG,Desktop,1
1449,1670,4964.86,ATM,Retail,16/1/2024,8:42:00,TH,Desktop,1
1450,1391,1846.71,Online,Retail,15/1/2024,8:31:00,MY,Tablet,1
1451,2000,1715.77,ATM,Travel,1/1/2024,20:54:00,TH,Mobile,1
1452,1523,4987.27,Online,Travel,14/1/2024,11:00:00,ID,Tablet,1
1453,1130,4251.86,POS,Retail,16/1/2024,20:02:00,SG,Mobile,1
1454,1392,4975.73,ATM,Food,1/1/2024,10:30:00,ID,Mobile,1
1455,1541,2943.1,Online,Electronics,14/1/2024,1:21:00,MY,Mobile,1
1456,1722,4469.6,ATM,Services,15/1/2024,21:05:00,TH,Tablet,1
1457,1271,1468.74,Online,Services,19/1/2024,8:16:00,SG,Mobile,1
1458,1827,2057.07,POS,Services,24/1/2024,5:59:00,SG,Tablet,0
1459,1808,551.14,ATM,Services,12/1/2024,2:15:00,SG,Mobile,0
1460,1436,2675.42,Online,Services,26/1/2024,9:49:00,SG,Desktop,1
1461,1670,4892.83,Online,Electronics,1/1/2024,7:54:00,MY,Tablet,1
1462,1930,1939.11,ATM,Services,9/1/2024,18:13:00,SG,Tablet,0
1463,1479,119.38,Online,Food,31/1/2024,16:59:00,ID,Desktop,1
1464,1237,3190.53,Online,Services,11/1/2024,17:55:00,MY,Mobile,1
1465,1774,3293.59,POS,Services,13/1/2024,12:49:00,ID,Mobile,1
1466,1052,2399.12,ATM,Services,6/1/2024,10:42:00,ID,Mobile,1
1467,1590,832.22,POS,Retail,26/1/2024,19:13:00,ID,Tablet,1
1468,1389,3090,POS,Electronics,23/1/2024,8:28:00,TH,Mobile,1
1469,1307,629.95,POS,Retail,24/1/2024,2:39:00,SG,Desktop,0
1470,1049,1165.44,Online,Food,19/1/2024,19:34:00,TH,Mobile,1
1471,1777,4641.77,Online,Food,22/1/2024,17:18:00,TH,Mobile,1
1472,1394,3339.84,ATM,Travel,6/1/2024,6:53:00,ID,Desktop,1
1473,1653,3751.12,Online,Services,20/1/2024,6:45:00,TH,Desktop,1
1474,1357,2051.23,Online,Food,1/1/2024,10:46:00,MY,Mobile,1
1475,1328,3148.94,ATM,Retail,20/1/2024,3:57:00,SG,Desktop,1
1476,1475,750.53,Online,Travel,12/1/2024,21:46:00,SG,Mobile,1
1477,1220,388.56,Online,Services,28/1/2024,13:50:00,ID,Desktop,1
1478,1852,2492.13,Online,Travel,10/1/2024,22:08:00,SG,Tablet,1
1479,1721,404.39,POS,Travel,4/1/2024,16:28:00,SG,Tablet,0
1480,1929,4850.54,Online,Retail,1/1/2024,4:16:00,ID,Desktop,1
1481,1878,907.59,Online,Food,12/1/2024,5:44:00,ID,Mobile,1
1482,1511,1704.49,Online,Services,3/1/2024,2:06:00,SG,Desktop,1
1483,1172,1060.01,Online,Services,12/1/2024,23:09:00,TH,Mobile,1
1484,1987,1750.2,ATM,Retail,22/1/2024,7:38:00,ID,Mobile,1
1485,1224,509.58,POS,Travel,28/1/2024,22:55:00,SG,Desktop,0
1486,1182,2363.86,Online,Travel,2/1/2024,22:39:00,MY,Desktop,1
1487,1715,3330.37,ATM,Electronics,9/1/2024,20:31:00,ID,Desktop,1
1488,1674,2341.23,ATM,Electronics,12/1/2024,0:08:00,SG,Mobile,0
1489,1314,3908.27,ATM,Electronics,25/1/2024,11:00:00,SG,Tablet,1
1490,1231,4600.25,POS,Travel,6/1/2024,13:45:00,MY,Desktop,1
1491,1853,1696.29,Online,Food,3/1/2024,6:32:00,ID,Tablet,1
1492,1581,1405.72,ATM,Services,23/1/2024,7:37:00,TH,Desktop,1
1493,1873,147.91,Online,Food,16/1/2024,7:01:00,ID,Tablet,1
1494,1877,4298.82,Online,Services,30/1/2024,5:32:00,MY,Desktop,1
1495,1884,3051.41,POS,Retail,29/1/2024,22:17:00,MY,Tablet,1
1496,1076,3957.26,POS,Services,23/1/2024,7:28:00,MY,Tablet,1
1497,1968,3606.84,Online,Travel,30/1/2024,10:25:00,TH,Mobile,1
1498,1158,2774.79,POS,Retail,5/1/2024,17:34:00,SG,Tablet,0
1499,1475,577.68,Online,Food,10/1/2024,2:02:00,MY,Desktop,1
1500,1046,4277.45,Online,Travel,18/1/2024,17:26:00,TH,Desktop,1
1501,1451,3885.2,ATM,Travel,26/1/2024,5:00:00,SG,Mobile,1
1502,1120,4491.29,POS,Electronics,2/1/2024,6:33:00,TH,Tablet,1
1503,1488,1066.3,ATM,Retail,29/1/2024,23:03:00,ID,Tablet,1
1504,1251,2646.97,ATM,Retail,27/1/2024,21:48:00,SG,Mobile,0
1505,1081,1423.8,ATM,Food,10/1/2024,12:50:00,TH,Desktop,1
1506,1191,816.72,POS,Food,12/1/2024,17:35:00,TH,Mobile,1
1507,1970,4245.84,POS,Food,9/1/2024,8:32:00,ID,Tablet,1
1508,1031,4635.46,Online,Services,21/1/2024,14:05:00,MY,Tablet,1
1509,1367,3203.83,Online,Electronics,20/1/2024,6:59:00,SG,Tablet,1
1510,1858,4245.89,POS,Electronics,8/1/2024,15:39:00,MY,Tablet,1
1511,1749,129.42,POS,Electronics,18/1/2024,16:21:00,SG,Desktop,0
1512,1614,626.42,POS,Electronics,21/1/2024,7:06:00,TH,Mobile,1
1513,1442,1520.97,Online,Retail,4/1/2024,1:09:00,MY,Mobile,1
1514,1249,4562.6,Online,Electronics,4/1/2024,4:06:00,MY,Tablet,1
1515,1683,1392.84,POS,Services,4/1/2024,23:23:00,SG,Mobile,0
1516,1915,1497.75,POS,Electronics,29/1/2024,5:16:00,MY,Tablet,1
1517,1674,504.64,ATM,Retail,12/1/2024,18:58:00,SG,Mobile,0
1518,1884,109.69,ATM,Services,21/1/2024,16:10:00,TH,Desktop,1
1519,1887,2773.33,ATM,Travel,28/1/2024,17:23:00,SG,Desktop,0
1520,1408,3950.33,POS,Travel,14/1/2024,19:36:00,ID,Mobile,1
1521,1917,2252.95,POS,Electronics,30/1/2024,11:59:00,MY,Desktop,1
1522,1286,3249.26,POS,Electronics,11/1/2024,0:48:00,TH,Desktop,1
1523,1400,3075.69,Online,Services,12/1/2024,9:48:00,TH,Tablet,1
1524,1281,4503.42,POS,Electronics,19/1/2024,6:41:00,MY,Desktop,1
1525,1515,575.11,POS,Travel,10/1/2024,8:07:00,TH,Mobile,1
1526,1540,1762.28,Online,Food,20/1/2024,2:48:00,MY,Tablet,1
1527,1274,2256.97,ATM,Food,28/1/2024,7:55:00,SG,Tablet,0
1528,1179,2373.24,ATM,Travel,6/1/2024,20:29:00,MY,Desktop,1
1529,1036,2515.8,Online,Food,8/1/2024,18:05:00,MY,Tablet,1
1530,1326,999.03,Online,Electronics,1/1/2024,4:50:00,TH,Tablet,1
1531,1456,966.87,Online,Food,8/1/2024,19:10:00,TH,Tablet,1
1532,1397,2957.89,ATM,Electronics,31/1/2024,18:10:00,TH,Tablet,1
1533,1614,4380.57,POS,Travel,30/1/2024,22:33:00,MY,Desktop,1
1534,1513,2546.16,Online,Travel,15/1/2024,18:55:00,ID,Tablet,1
1535,1885,3290.96,POS,Travel,5/1/2024,5:04:00,SG,Mobile,1
1536,1558,1072.32,POS,Electronics,24/1/2024,17:38:00,ID,Tablet,1
1537,1910,3374.21,ATM,Electronics,5/1/2024,17:35:00,SG,Tablet,1
1538,1476,3605.59,POS,Services,14/1/2024,20:40:00,ID,Tablet,1
1539,1646,1474.57,Online,Electronics,26/1/2024,22:27:00,SG,Tablet,1
1540,1226,497.35,ATM,Travel,19/1/2024,3:32:00,TH,Tablet,1
1541,1085,3159.59,Online,Services,26/1/2024,17:59:00,TH,Desktop,1
1542,1478,909.68,POS,Food,29/1/2024,6:14:00,SG,Tablet,0
1543,1639,3063.18,ATM,Retail,1/1/2024,14:37:00,SG,Mobile,1
1544,1698,1477.36,Online,Retail,5/1/2024,7:07:00,MY,Desktop,1
1545,1156,2558.42,ATM,Electronics,19/1/2024,2:50:00,MY,Mobile,1
1546,1072,3598.62,ATM,Services,26/1/2024,20:03:00,MY,Desktop,1
1547,1664,0.8,ATM,Travel,16/1/2024,9:42:00,TH,Mobile,1
1548,1621,747.8,Online,Electronics,10/1/2024,9:14:00,MY,Mobile,1
1549,1865,3233.45,Online,Retail,17/1/2024,19:10:00,MY,Desktop,1
1550,1763,4819.64,POS,Travel,7/1/2024,22:36:00,TH,Tablet,1
1551,1760,2144.23,ATM,Travel,16/1/2024,9:31:00,ID,Desktop,1
1552,1433,3671.52,POS,Electronics,13/1/2024,1:59:00,TH,Mobile,1
1553,1024,4081.86,ATM,Electronics,5/1/2024,14:06:00,MY,Desktop,1
1554,1670,512.96,ATM,Electronics,29/1/2024,13:59:00,ID,Tablet,1
1555,1339,1421.14,ATM,Services,23/1/2024,13:35:00,MY,Desktop,1
1556,1322,3572.36,ATM,Services,20/1/2024,2:50:00,ID,Mobile,1
1557,1762,3571.6,Online,Services,16/1/2024,10:41:00,MY,Tablet,1
1558,1446,3624.89,Online,Retail,18/1/2024,22:23:00,TH,Tablet,1
1559,1680,1457.8,Online,Travel,5/1/2024,23:01:00,SG,Tablet,1
1560,1667,4445.13,Online,Electronics,14/1/2024,14:28:00,MY,Desktop,1
1561,1498,4134.78,Online,Travel,25/1/2024,19:07:00,TH,Desktop,1
1562,1889,1145.76,Online,Retail,13/1/2024,23:49:00,TH,Tablet,1
1563,1852,217.29,POS,Services,11/1/2024,11:15:00,ID,Desktop,1
1564,1354,935.41,ATM,Services,29/1/2024,22:25:00,ID,Tablet,1
1565,1409,1591.24,Online,Electronics,11/1/2024,20:24:00,SG,Tablet,1
1566,1559,3110.43,ATM,Electronics,10/1/2024,8:52:00,ID,Mobile,1
1567,1079,4682.42,Online,Travel,25/1/2024,5:11:00,SG,Tablet,1
1568,1907,1704.62,ATM,Food,15/1/2024,14:50:00,ID,Desktop,1
1569,1559,485.74,Online,Food,23/1/2024,13:27:00,MY,Desktop,1
1570,1912,3735.41,ATM,Food,4/1/2024,21:21:00,MY,Mobile,1
1571,1124,4616.31,ATM,Services,10/1/2024,6:01:00,ID,Mobile,1
1572,1520,2045.28,ATM,Travel,21/1/2024,20:59:00,MY,Tablet,1
1573,1755,1589.5,ATM,Travel,17/1/2024,11:24:00,TH,Tablet,1
1574,1940,4330.05,POS,Retail,6/1/2024,1:19:00,ID,Mobile,1
1575,1612,2550.22,POS,Retail,26/1/2024,13:47:00,SG,Mobile,0
1576,1987,1056.01,Online,Electronics,15/1/2024,2:02:00,TH,Desktop,1
1577,1610,4653.91,Online,Food,29/1/2024,1:01:00,MY,Desktop,1
1578,1506,1302.17,ATM,Retail,8/1/2024,10:05:00,ID,Mobile,1
1579,1399,447.26,ATM,Food,3/1/2024,7:27:00,MY,Mobile,1
1580,1803,3229.96,POS,Travel,15/1/2024,10:46:00,ID,Tablet,1
1581,1038,3170.11,POS,Food,14/1/2024,20:17:00,SG,Tablet,1
1582,1941,3486.18,ATM,Travel,17/1/2024,15:13:00,MY,Desktop,1
1583,1826,527.3,POS,Travel,10/1/2024,14:52:00,SG,Tablet,0
1584,1736,3658.29,Online,Food,31/1/2024,9:24:00,MY,Mobile,1
1585,1198,3822.55,ATM,Services,4/1/2024,8:33:00,TH,Mobile,1
1586,1938,598.25,Online,Services,14/1/2024,4:18:00,TH,Desktop,1
1587,1377,3480.74,Online,Retail,10/1/2024,15:02:00,ID,Desktop,1
1588,1922,3521.73,POS,Retail,23/1/2024,3:56:00,TH,Tablet,1
1589,1777,118.68,POS,Food,21/1/2024,15:23:00,SG,Mobile,0
1590,1461,3050.8,POS,Travel,24/1/2024,16:11:00,SG,Mobile,1
1591,1124,528.91,ATM,Services,21/1/2024,15:53:00,ID,Desktop,1
1592,1229,2113.56,ATM,Travel,29/1/2024,23:34:00,SG,Desktop,0
1593,1064,4993.61,POS,Electronics,2/1/2024,21:37:00,SG,Mobile,1
1594,1094,317.69,POS,Retail,26/1/2024,9:03:00,TH,Desktop,1
1595,1792,3113.53,ATM,Electronics,1/1/2024,20:32:00,SG,Desktop,1
1596,1512,1375.34,Online,Services,27/1/2024,6:22:00,SG,Mobile,1
1597,1498,4840.12,POS,Travel,14/1/2024,20:20:00,SG,Mobile,1
1598,1999,3232.26,ATM,Food,19/1/2024,3:35:00,TH,Mobile,1
1599,1405,673.43,ATM,Retail,30/1/2024,19:52:00,TH,Mobile,1
1600,1139,2277.6,POS,Travel,24/1/2024,4:27:00,TH,Tablet,1
1601,1903,1851.11,POS,Services,31/1/2024,8:03:00,MY,Mobile,1
1602,1378,242.24,Online,Retail,6/1/2024,22:04:00,MY,Mobile,1
1603,1019,2759.85,Online,Food,15/1/2024,0:56:00,MY,Desktop,1
